valor,hora,dispositivo_novo,tentativas_24h,distancia_km,fraude
3299.16,10,True,2,1777.33,0
3971.73,20,True,3,1548.98,0
3737.63,0,False,1,289.05,0
648.71,21,True,2,1012.33,0
3413.0,15,False,2,151.04,0
713.82,20,True,4,1634.02,0
3237.39,3,False,5,1119.94,1
4619.3,19,True,0,1481.37,0
826.93,21,False,1,1030.03,0
3216.22,0,True,3,24.43,1
2498.74,8,False,0,197.06,0
1504.53,19,True,1,1988.45,0
1822.88,5,True,4,1442.1,1
4368.29,18,True,4,868.6,0
954.83,1,False,5,715.97,0
290.72,3,True,0,252.38,0
2218.9,23,False,0,239.72,0
3592.92,11,True,1,761.82,0
3101.73,9,False,4,1651.61,0
765.77,15,False,3,32.63,0
2022.03,14,True,5,1216.06,1
2145.88,12,True,4,461.67,0
1255.05,9,False,3,1692.06,0
4073.46,23,True,0,1993.58,1
4581.77,0,False,2,738.48,0
4961.33,1,False,3,1170.79,0
1412.22,2,True,1,948.17,1
517.12,2,False,2,650.98,0
462.86,14,True,4,1417.59,0
3359.18,4,True,3,940.66,1
1492.95,3,False,4,409.49,0
1059.19,13,True,2,549.08,0
4408.12,6,True,2,1927.97,0
2596.29,3,True,5,51.52,1
2746.84,17,False,4,1333.51,0
1042.45,4,True,3,952.49,1
2120.56,12,False,1,1769.69,0
885.1,3,False,3,1184.04,0
4566.71,23,False,3,1618.44,0
887.32,23,False,3,702.97,0
513.8,0,False,5,707.66,0
4304.05,3,True,1,1236.18,1
1495.59,20,False,0,392.84,0
46.04,3,True,4,1531.01,1
2602.35,15,False,2,1481.18,0
3249.55,8,False,5,313.45,0
4352.57,4,False,0,1077.31,0
496.81,15,False,0,360.04,0
1507.26,0,False,1,1716.98,0
4298.89,14,False,2,1418.64,0
541.87,17,True,4,458.55,0
4497.0,1,False,2,150.39,0
1287.28,14,True,5,696.77,0
3327.65,14,False,4,531.22,0
483.79,19,False,4,1855.4,0
1876.62,3,True,2,1622.2,1
3546.28,18,True,1,1603.17,0
2191.49,10,False,5,41.2,0
884.92,12,False,0,1834.44,0
1113.84,17,False,5,1963.09,0
2783.89,17,True,1,1294.61,0
3909.27,3,True,0,899.07,1
1666.91,23,True,0,1991.67,1
728.56,17,True,1,1235.3,0
1113.81,17,True,0,1015.57,0
1889.23,23,False,2,1723.46,0
3734.17,10,False,5,363.21,0
3313.29,1,False,3,1895.25,0
852.54,21,False,3,1127.47,0
3779.37,4,True,0,1775.83,1
2981.53,16,False,4,1910.38,0
4975.63,13,False,1,275.45,0
977.21,9,False,0,1621.3,0
1650.01,12,False,0,1691.03,0
96.62,17,False,4,1012.64,0
4166.79,21,False,4,973.02,0
1408.2,16,True,1,462.13,0
3988.73,15,False,5,1107.4,0
1621.97,20,False,0,996.54,0
4783.88,3,True,5,254.69,1
2077.53,10,False,0,1961.39,0
1812.5,15,True,0,867.7,0
3289.95,22,True,1,1973.11,0
290.08,8,False,0,518.23,0
2092.38,12,False,0,1632.95,0
2363.47,5,True,2,1280.67,1
367.98,0,False,3,289.38,0
3163.92,9,True,3,1622.95,0
2450.58,18,False,3,1939.23,0
3139.44,1,True,2,1561.28,1
4451.78,5,False,5,266.46,0
1733.93,3,True,5,423.99,1
4499.85,20,True,3,1201.95,0
3040.7,23,True,3,288.86,1
1689.5,14,False,2,998.89,0
710.78,10,False,2,243.09,0
1837.5,15,False,3,1126.85,0
4961.64,4,False,2,1781.91,0
2794.19,12,True,1,914.74,0
1840.92,2,True,1,1993.17,1
2893.72,3,True,4,1524.72,1
1670.24,23,True,5,209.0,1
2975.18,5,True,2,357.41,1
3354.34,13,True,1,1918.66,0
4400.12,22,True,4,464.56,0
932.32,11,False,3,1056.48,0
818.95,5,False,3,1233.53,0
34.64,18,True,3,324.66,0
3122.03,2,True,4,430.07,1
1356.8,23,False,5,115.43,0
2928.67,8,True,0,54.06,0
300.09,11,False,4,227.18,0
237.48,15,True,3,14.3,0
2806.13,3,False,1,1521.22,0
730.4,5,True,2,1967.48,0
929.37,12,True,4,41.62,0
2495.59,11,True,1,835.89,0
3298.27,0,True,2,396.29,1
350.78,11,False,4,1273.08,0
3850.67,4,False,4,1674.38,1
4704.65,13,True,2,331.85,0
680.93,10,False,1,392.85,0
850.78,12,False,2,556.93,0
1903.01,6,True,4,1660.79,1
3647.75,1,False,1,1645.16,0
99.63,15,False,4,746.41,0
1148.97,16,True,1,778.24,0
4259.52,20,True,5,88.25,0
4197.26,17,True,3,435.48,0
1990.62,18,False,1,1676.55,0
1238.63,20,True,3,330.32,0
2924.79,21,True,1,554.18,0
1087.59,3,False,4,1120.92,1
3516.86,3,True,1,1145.53,1
1864.93,14,True,1,212.06,0
4705.9,19,True,2,1044.69,0
2344.62,12,True,4,1172.68,1
1261.04,20,True,0,1822.04,0
3884.59,9,True,0,1798.89,0
2524.68,2,True,3,142.52,1
2919.58,22,False,3,1942.71,0
2381.25,13,True,3,1563.76,0
1530.61,9,False,5,772.02,0
277.97,0,True,4,678.78,0
1782.29,14,False,0,526.03,0
4403.95,17,True,3,1173.65,0
1841.86,2,True,5,1244.87,1
3683.14,20,False,3,1649.94,0
3809.97,14,False,0,52.53,0
4062.75,1,False,5,772.15,0
1563.28,14,True,2,1589.75,0
1363.03,10,False,3,116.59,0
2535.4,18,True,1,1119.25,0
4788.29,19,True,0,994.06,0
2217.02,18,False,2,274.08,0
1525.57,7,False,4,78.29,0
3538.34,12,True,1,1184.46,0
1230.73,18,True,0,814.58,0
2786.3,6,False,0,1054.22,0
414.37,13,True,1,817.9,0
3667.26,20,True,4,14.76,0
2332.85,20,True,5,424.37,0
4784.3,11,True,1,1833.7,0
838.38,2,False,3,316.58,0
864.98,15,True,2,1992.6,0
602.77,5,False,2,1430.87,0
3884.78,21,True,0,1038.79,0
3675.52,22,False,5,1999.83,0
1952.11,15,False,1,1604.83,0
47.51,13,False,2,1134.77,0
4629.75,1,True,0,1254.28,1
3681.04,17,False,4,1162.62,0
680.07,20,True,4,436.86,0
4842.87,1,True,5,903.57,1
1325.8,20,False,5,449.51,0
3330.48,16,False,1,930.59,0
2790.95,22,True,3,1606.32,0
1770.61,4,True,0,1046.5,1
4252.24,23,True,4,998.61,1
4478.54,11,False,0,1995.53,0
2019.99,8,False,5,1534.29,0
3324.21,19,False,2,1221.27,0
4949.26,11,True,1,632.53,0
3903.43,13,True,0,248.27,0
412.72,5,False,4,1349.24,0
2284.8,3,False,4,1381.94,1
2398.9,17,True,5,6.96,0
232.31,7,True,4,1560.63,0
2639.35,14,False,3,1409.5,0
3747.0,21,False,3,656.4,0
2581.31,14,False,3,1336.14,0
3274.07,1,False,0,305.36,0
4279.25,11,True,3,1327.39,0
3029.4,12,False,2,18.66,0
2807.47,20,True,4,1277.9,1
4002.77,5,True,3,1113.64,1
1215.07,17,True,1,1530.27,0
2856.58,4,False,0,362.73,0
4280.16,7,True,5,1061.7,1
2944.25,0,False,3,204.47,0
3390.38,20,True,5,1772.78,1
1117.57,18,True,5,1348.09,1
4713.18,17,False,3,1344.52,0
3021.53,20,False,2,108.58,0
783.21,12,True,0,256.79,0
4965.55,11,False,4,600.53,0
3904.78,2,True,3,1115.73,1
1866.77,2,False,4,351.27,0
3828.67,13,True,2,1350.34,0
3659.17,6,True,3,1763.16,0
3437.18,7,False,4,162.71,0
1379.37,23,True,3,1966.21,1
4380.94,0,True,2,146.72,1
4558.11,18,False,5,376.39,0
507.65,7,False,5,67.34,0
2150.92,4,False,3,634.36,0
135.71,4,True,4,423.19,0
439.34,20,False,1,1898.24,0
2851.89,6,False,0,1287.08,0
1482.69,20,False,3,1304.71,0
1593.29,2,False,2,724.03,0
2735.36,2,True,3,4.97,1
4884.72,13,False,1,817.99,0
2614.36,21,False,2,305.96,0
3696.08,3,False,0,1299.63,0
1831.31,22,False,1,1936.82,0
1804.36,13,True,0,920.19,0
1107.21,13,False,3,517.67,0
2514.51,10,True,2,275.72,0
2077.12,21,True,3,1628.04,0
2593.83,21,False,0,1741.04,0
4285.43,18,False,4,1095.25,0
2501.82,22,False,0,121.37,0
3105.06,8,True,2,1679.83,0
1822.27,14,True,5,187.63,0
3650.56,22,False,1,1571.98,0
3909.18,19,False,5,1482.11,0
2334.8,0,True,5,1695.64,1
4334.91,16,False,5,195.78,0
1709.11,22,False,3,1756.45,0
1285.4,4,True,5,600.31,1
3528.98,17,True,2,683.54,0
12.33,9,False,3,1654.73,0
349.21,21,True,2,75.65,0
4684.16,20,True,4,561.16,0
920.23,3,False,5,609.12,0
833.11,8,True,5,1703.99,0
2289.79,15,True,3,1783.41,0
546.75,13,False,5,1537.07,0
1099.29,15,False,1,1879.9,0
1487.51,16,False,5,837.86,0
3244.03,21,True,0,1475.51,0
2843.27,6,True,4,957.89,0
4813.06,22,True,4,848.86,0
3897.55,9,True,3,554.47,0
3126.75,14,False,5,1205.39,0
2736.06,11,False,1,599.45,0
1977.97,15,False,4,1282.48,0
2530.56,14,True,1,1908.95,0
3082.34,6,False,1,444.51,0
137.22,12,True,2,706.4,0
2425.53,14,True,2,295.74,0
1118.44,22,False,1,1338.04,0
1268.89,4,True,5,1222.2,1
177.82,18,True,3,1678.26,0
1692.78,16,True,0,451.28,0
2778.11,13,True,4,1817.3,1
4823.15,10,True,4,66.51,0
1151.34,20,False,3,294.97,0
2040.17,19,False,0,828.45,0
3583.37,6,True,1,686.51,0
4504.05,14,False,1,657.72,0
672.49,9,True,2,1982.68,0
482.73,18,True,2,301.99,0
2202.29,5,True,0,1363.0,1
985.85,13,False,0,1922.26,0
221.49,0,True,5,1586.68,1
3645.37,12,False,3,1391.86,0
4372.4,5,True,1,182.1,1
3697.22,12,True,3,1449.36,0
3387.92,15,False,4,1605.9,0
3669.28,4,False,5,1525.09,1
3065.43,4,False,2,1914.66,0
90.43,3,True,0,1042.03,0
511.84,17,False,2,1477.65,0
4154.77,21,False,3,1457.99,0
4288.87,19,False,1,1732.78,0
587.99,11,False,4,1623.72,0
4085.98,13,True,0,335.0,0
3477.83,15,False,1,1351.92,0
1985.75,4,True,5,1212.94,1
2263.93,21,True,3,1258.46,0
3818.53,10,True,3,107.75,0
265.41,17,True,2,1795.1,0
2941.44,6,True,0,1309.89,0
4695.16,22,False,1,1721.3,0
962.95,2,False,5,564.37,0
4487.38,15,False,5,1045.16,0
4468.36,14,False,1,1331.71,0
4606.82,16,False,0,465.93,0
589.93,22,True,5,1404.48,0
547.33,18,False,1,1437.24,0
575.83,20,True,0,601.57,0
3122.0,11,False,5,1404.06,0
3917.29,11,True,2,1694.05,0
3657.51,3,True,3,308.67,1
3120.31,16,False,0,509.17,0
1299.13,13,False,0,1404.01,0
3204.67,23,True,1,1681.42,1
791.84,4,True,2,1738.04,0
582.23,18,False,0,366.46,0
3128.97,10,False,1,1517.26,0
2047.55,1,False,3,1499.05,0
856.91,4,False,0,1899.33,0
1486.66,8,False,5,1774.22,0
39.63,17,True,4,1620.6,0
322.56,7,False,2,1334.91,0
3073.6,0,False,4,892.11,0
878.11,7,True,5,1547.69,0
710.22,0,True,4,1162.2,1
3532.66,10,False,4,1635.87,0
802.23,1,True,3,867.22,0
3707.08,18,True,2,1818.96,0
3907.61,9,False,1,454.63,0
1095.57,19,True,4,1887.31,1
4950.65,4,True,4,955.02,1
4958.91,16,True,3,239.07,0
1079.6,10,False,3,998.95,0
1875.84,7,True,4,1996.02,1
1272.04,17,False,0,1573.22,0
1428.44,21,False,5,348.2,0
2467.81,22,False,1,1110.04,0
206.92,5,True,4,381.25,0
710.44,11,True,0,1668.06,0
3765.83,2,True,3,1730.99,1
1646.24,8,True,4,1260.17,1
957.15,10,False,0,54.18,0
3556.11,3,True,3,250.46,1
545.46,1,False,2,1312.55,0
957.9,18,True,3,1894.78,0
1026.99,3,True,1,368.19,1
4234.11,0,False,3,1816.54,0
2614.87,20,True,2,52.77,0
4592.03,18,False,3,1445.83,0
3852.51,17,False,1,1608.84,0
1172.61,17,True,4,904.47,0
1312.73,16,False,1,794.24,0
2165.19,17,True,2,14.37,0
2979.44,20,False,4,1584.33,0
1135.12,3,True,5,1706.0,1
4559.97,2,True,2,1904.49,1
3952.86,21,True,0,1793.59,0
1342.79,8,True,3,1793.37,0
3338.87,4,True,1,442.68,1
1035.42,7,False,5,952.96,0
4186.26,0,False,3,344.22,0
3286.12,12,True,0,484.8,0
4546.09,19,True,5,675.93,0
1860.48,14,False,5,1609.63,0
4832.15,6,False,2,1827.68,0
906.82,11,False,3,275.98,0
68.59,16,False,5,1478.06,0
3837.6,6,True,4,1069.87,1
4522.09,11,True,1,930.95,0
4930.41,20,False,3,1490.66,0
4952.93,16,False,2,511.81,0
4891.11,13,True,0,1416.17,0
3814.21,16,True,0,730.53,0
4002.86,20,True,1,1969.3,0
4059.25,8,True,4,1948.85,1
4896.07,7,False,4,583.46,0
1870.68,9,False,4,1238.39,0
1536.24,2,False,4,1403.41,1
791.35,23,False,1,619.83,0
1096.22,13,True,4,575.47,0
1112.11,2,False,2,1672.46,0
3990.73,12,True,1,1872.62,0
1010.62,12,True,0,1004.94,0
4887.44,14,True,1,1286.14,0
2186.69,19,False,3,1487.84,0
216.05,14,True,0,1827.55,0
2385.99,9,False,2,563.42,0
4275.02,13,False,0,348.88,0
3881.44,1,False,2,1691.05,0
